student,course,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimeWE,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,UseCount,PrepCount,MorphCount,OptionalCount,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp
jgibbs2,CSC226-001-STADDON-S16,217,13,1901.35,1486.35,415,8.56463964,8.469387755,8.591618497,13.72000693,10,13,13,10,9,45,13,32,19,13,0.094890511,0.866666667,0.171052632,177,0,177,0,177,0,40,137,0.774011299,0.073446328,0.225988701,18,6,11,1,1
jgibbs2,CSC226-001-STADDON-S16,85,2,945.219,912.073,33.146,10.741125,1.949764706,12.84609859,19.32751608,0,5,4,2,0,18,8,3,3,0,0.137931034,0.5,0.216216216,70,0,70,0,70,0,12,58,0.828571429,0.028571429,0.171428571,1,0,10,0,0
jgibbs2,CSC226-001-STADDON-S16,88,0,826.461,789.179,37.282,8.886677419,3.7282,9.508180723,14.47350335,0,8,11,1,1,16,16,5,2,3,0.225352113,0.888888889,0.359550562,77,0,77,0,77,0,6,71,0.922077922,0,0.077922078,0,0,6,0,0
jgibbs2,CSC226-001-STADDON-S16,427,0,3302.19,3227.484,74.706,7.643958333,7.4706,7.648066351,12.85965825,0,32,24,18,12,55,54,32,13,19,0.147945205,2.076923077,0.276214834,377,0,377,0,377,0,12,365,0.968169761,0,0.031830239,0,0,7,0,10
jgibbs2,CSC226-001-STADDON-S16,484,1,3028.223,2989.473,38.75,6.192685072,3.875,6.241070981,9.666114081,0,21,11,64,13,70,56,56,23,33,0.138957816,1.217391304,0.249443207,419,0,327,92,419,0,16,403,0.961813842,0.002386635,0.038186158,0,0,6,0,16
jgibbs2,CSC226-001-STADDON-S16,159,0,959.235,891.193,68.042,5.848993902,5.670166667,5.863111842,8.104528451,0,10,7,21,0,22,21,17,7,10,0.156716418,1,0.270967742,142,0,142,0,142,0,8,134,0.943661972,0,0.056338028,0,0,8,0,0
dbmclaur,CSC226-001-STADDON-S16,372,4,3224.236,3039.577,184.659,8.597962667,3.027196721,9.680181529,16.10507056,0,16,22,30,3,65,28,43,34,9,0.099644128,1.473684211,0.186666667,301,9,310,0,310,0,29,281,0.906451613,0.012903226,0.093548387,15,0,13,10,10
dbmclaur,CSC226-001-STADDON-S16,547,18,4252.632,4156.246,96.386,7.718025408,3.707153846,7.916659048,13.60265615,0,20,51,21,27,96,61,58,42,16,0.149144254,1.173076923,0.264642082,454,1,455,0,455,0,46,409,0.898901099,0.03956044,0.101098901,9,0,14,4,8
dbmclaur,CSC226-001-STADDON-S16,117,0,629.178,580.478,48.7,5.24315,4.427272727,5.325486239,9.308543853,0,9,8,3,5,31,13,12,11,1,0.158536585,0.565217391,0.247619048,89,0,89,0,89,0,7,82,0.921348315,0,0.078651685,13,0,6,0,0
dbmclaur,CSC226-001-STADDON-S16,579,3,4450.963,4404.68,46.283,7.621511986,4.207545455,7.687050611,14.15598206,0,47,29,35,17,126,71,57,27,30,0.163972286,0.934210526,0.278978389,456,2,458,0,458,0,25,433,0.945414847,0.006550218,0.054585153,41,0,8,1,10
dbmclaur,CSC226-001-STADDON-S16,88,0,336.302,266.212,70.09,3.778674157,3.185909091,3.973313433,4.980616816,0,5,1,8,4,14,10,8,6,2,0.172413793,0.526315789,0.25974026,75,0,75,0,75,0,17,58,0.773333333,0,0.226666667,1,0,16,1,1
dbmclaur,CSC226-001-STADDON-S16,98,0,463.114,457.504,5.61,4.585287129,1.87,4.668408163,7.991458687,0,7,5,11,3,23,20,6,2,4,0.25974026,1.052631579,0.416666667,78,0,78,0,78,0,1,77,0.987179487,0,0.012820513,6,0,1,0,1
sastump,CSC226-001-STADDON-S16,162,1,873.843,713.387,160.456,5.296018182,8.445052632,4.886212329,9.437986252,0,9,13,4,0,40,11,15,13,2,0.095652174,0.733333333,0.169230769,123,2,125,0,125,0,10,115,0.92,0.008,0.08,31,0,9,0,0
sastump,CSC226-001-STADDON-S16,49,0,176.809,86.66,90.149,3.466843137,3.219607143,3.767826087,8.204382305,0,2,2,0,0,20,4,0,0,0,0.222222222,0.266666667,0.242424242,31,0,31,0,31,0,13,18,0.580645161,0,0.419354839,0,0,13,0,0
sastump,CSC226-001-STADDON-S16,116,0,467.271,451.143,16.128,3.861743802,1.466181818,4.1013,9.335422981,0,6,7,6,0,39,13,6,5,1,0.171052632,0.722222222,0.276595745,82,0,82,0,82,0,6,76,0.926829268,0,0.073170732,3,0,6,0,1
sastump,CSC226-001-STADDON-S16,1037,0,3983.735,3972.743,10.992,3.826834774,1.221333333,3.849557171,8.074547957,2,35,41,44,25,363,83,62,35,27,0.12749616,4.611111111,0.24813154,678,0,671,7,678,4,27,651,0.960176991,0,0.039823009,136,2,7,0,5
sastump,CSC226-001-STADDON-S16,996,15,2629.845,2598.957,30.888,2.627217782,2.574,2.627863498,4.508556611,0,43,10,84,3,276,82,58,37,21,0.118668596,4.315789474,0.230985915,723,2,653,72,725,0,34,691,0.953103448,0.020689655,0.046896552,133,0,9,0,30
sastump,CSC226-001-STADDON-S16,446,6,1968.925,1939.351,29.574,4.38513363,1.848375,4.47887067,9.232200961,0,11,12,54,0,122,50,27,20,7,0.164473684,2.380952381,0.307692308,327,0,287,40,327,0,23,304,0.929663609,0.018348624,0.070336391,28,0,11,0,8
rtvandyk,CSC226-001-STADDON-S16,566,1,3816.727,3492.944,323.783,6.707780316,14.71740909,6.385638026,8.959740102,2,39,14,32,7,73,35,57,30,27,0.073375262,2.333333333,0.142276423,488,8,496,0,496,0,19,477,0.961693548,0.002016129,0.038306452,240,2,10,2,9
rtvandyk,CSC226-001-STADDON-S16,45,0,188.054,103.395,84.659,4.088130435,5.2911875,3.4465,4.035755116,0,3,2,0,0,10,4,1,1,0,0.166666667,0.266666667,0.205128205,36,0,36,0,36,0,12,24,0.666666667,0,0.333333333,9,0,12,0,0
rtvandyk,CSC226-001-STADDON-S16,147,0,646.669,563.097,83.572,4.311126667,5.969428571,4.140419118,5.396491402,0,5,12,0,4,32,17,4,3,1,0.155963303,0.944444444,0.267716535,118,0,118,0,118,0,9,109,0.923728814,0,0.076271186,37,0,7,0,3
rtvandyk,CSC226-001-STADDON-S16,186,0,1230.729,1213.694,17.035,6.581438503,0.946388889,7.181621302,9.305511448,0,7,10,10,6,26,25,8,3,5,0.171232877,1.388888889,0.304878049,161,0,161,0,161,0,15,146,0.906832298,0,0.093167702,43,0,14,0,3
rtvandyk,CSC226-001-STADDON-S16,94,0,470.019,389.769,80.25,4.947568421,4.223684211,5.128539474,5.810080909,0,3,1,11,0,18,14,1,0,1,0.229508197,0.736842105,0.35,77,0,77,0,77,0,16,61,0.792207792,0,0.207792208,9,0,15,0,3
rtvandyk,CSC226-001-STADDON-S16,87,0,407.748,399.968,7.78,4.530533333,1.945,4.650790698,5.639004657,0,6,4,8,1,26,18,1,1,0,0.290322581,0.947368421,0.444444444,64,0,64,0,64,0,2,62,0.96875,0,0.03125,9,0,1,1,2
jlcason,CSC226-001-STADDON-S16,292,13,1324.113,1175.714,148.399,4.47335473,5.496259259,4.370684015,6.570104446,4,29,18,2,1,74,11,39,31,8,0.065868263,0.733333333,0.120879121,219,3,221,1,222,8,55,167,0.752252252,0.058558559,0.247747748,32,9,12,5,1
jlcason,CSC226-001-STADDON-S16,64,0,259.44,163.883,95.557,3.991384615,5.9723125,3.34455102,8.040220176,0,2,5,0,0,12,4,3,2,1,0.097560976,0.266666667,0.142857143,53,0,53,0,53,0,12,41,0.773584906,0,0.226415094,17,0,12,0,0
jlcason,CSC226-001-STADDON-S16,258,0,1445.059,1435.063,9.996,5.515492366,0.714,5.786544355,9.811987339,0,20,15,17,1,37,28,25,17,8,0.132701422,1.555555556,0.244541485,225,0,225,0,225,0,14,211,0.937777778,0,0.062222222,67,2,6,4,2
jlcason,CSC226-001-STADDON-S16,172,13,1333.091,1126.266,206.825,7.617662857,18.80227273,6.86747561,12.4269043,0,16,10,5,2,24,22,11,9,2,0.169230769,1.222222222,0.297297297,151,0,85,66,151,0,21,130,0.860927152,0.086092715,0.139072848,27,0,7,0,0
jlcason,CSC226-001-STADDON-S16,208,6,1026.985,995.003,31.982,4.867227488,2.907454545,4.975015,8.164223098,0,16,9,11,3,27,24,15,6,9,0.147239264,1.263157895,0.263736264,184,0,52,132,184,0,21,163,0.885869565,0.032608696,0.114130435,39,2,9,0,0
jlcason,CSC226-001-STADDON-S16,92,0,243.247,221.967,21.28,2.560494737,7.093333333,2.412684783,2.518815128,0,9,7,5,1,19,19,3,2,1,0.260273973,1,0.413043478,76,0,3,73,76,0,3,73,0.960526316,0,0.039473684,9,0,1,0,0
dabarcen,CSC226-001-STADDON-S16,146,0,729.623,686.797,42.826,4.831940397,6.118,4.769423611,6.9030051,0,7,12,0,1,34,13,7,6,1,0.115044248,0.866666667,0.203125,117,0,117,0,117,0,4,113,0.965811966,0,0.034188034,51,0,4,0,0
dabarcen,CSC226-001-STADDON-S16,62,0,268.57,263.219,5.351,4.131846154,0.764428571,4.538258621,8.159044295,0,6,5,0,0,17,10,1,0,1,0.23255814,0.666666667,0.344827586,48,0,48,0,48,0,5,43,0.895833333,0,0.104166667,5,0,5,0,0
dabarcen,CSC226-001-STADDON-S16,266,6,1570.078,1506.717,63.361,5.793645756,7.040111111,5.750828244,9.995303306,0,15,13,14,5,65,27,20,7,13,0.139175258,1.5,0.254716981,205,1,206,0,206,0,12,194,0.941747573,0.029126214,0.058252427,45,0,6,0,1
dabarcen,CSC226-001-STADDON-S16,121,0,620.247,487.878,132.369,5.083991803,5.515375,4.978346939,9.050487034,0,7,2,2,3,44,11,3,2,1,0.171875,0.611111111,0.268292683,78,0,78,0,78,0,14,64,0.820512821,0,0.179487179,17,0,14,0,0
dabarcen,CSC226-001-STADDON-S16,131,0,605.002,531.96,73.042,4.514940299,6.640181818,4.324878049,6.391265501,0,5,0,13,1,35,17,2,1,1,0.188888889,0.894736842,0.311926606,99,0,99,0,99,0,9,90,0.909090909,0,0.090909091,24,0,9,0,1
dabarcen,CSC226-001-STADDON-S16,247,0,906.024,891.793,14.231,3.624096,4.743666667,3.610497976,5.649165854,0,9,10,11,4,67,22,12,7,5,0.120879121,1.157894737,0.218905473,183,0,183,0,183,0,1,182,0.994535519,0,0.005464481,44,0,1,0,5
aepeck,CSC226-001-STADDON-S16,284,1,1067.783,1004.33,63.453,3.669357388,7.050333333,3.561453901,6.399308438,2,22,17,6,1,83,15,31,14,17,0.078125,1,0.144927536,206,2,208,0,208,4,16,192,0.923076923,0.004807692,0.076923077,66,4,5,1,0
aepeck,CSC226-001-STADDON-S16,92,0,199.842,180.483,19.359,2.060226804,2.765571429,2.005366667,2.857541667,0,12,8,0,0,31,14,6,2,4,0.229508197,0.875,0.363636364,66,0,66,0,66,0,5,61,0.924242424,0,0.075757576,5,0,5,0,0
aepeck,CSC226-001-STADDON-S16,269,2,767.835,748.595,19.24,2.802317518,2.748571429,2.803726592,6.138878887,0,27,9,14,10,60,23,37,23,14,0.111650485,1,0.200873362,214,0,214,0,214,0,8,206,0.962616822,0.009345794,0.037383178,33,0,5,0,0
aepeck,CSC226-001-STADDON-S16,482,5,1960.338,1944.554,15.784,4.025334702,1.753777778,4.068104603,8.187020963,2,36,36,14,15,145,49,52,28,24,0.152647975,1.580645161,0.278409091,324,18,342,0,342,2,21,321,0.938596491,0.014619883,0.061403509,54,2,7,0,7
aepeck,CSC226-001-STADDON-S16,374,12,1237.154,1195.013,42.141,3.264258575,3.241615385,3.265062842,5.470287318,0,19,11,44,8,75,50,32,10,22,0.183823529,1.5625,0.328947368,298,6,235,69,304,0,32,272,0.894736842,0.039473684,0.105263158,24,0,10,1,7
aepeck,CSC226-001-STADDON-S16,405,4,1011.765,1004.058,7.707,2.467719512,2.569,2.466972973,3.43795901,0,28,23,45,0,78,55,41,17,24,0.170807453,1.833333333,0.3125,330,2,125,207,332,0,10,322,0.969879518,0.012048193,0.030120482,26,0,1,0,3
bjforema,CSC226-001-STADDON-S16,222,2,1575.743,1527.796,47.947,6.941599119,2.084652174,7.489196078,13.92142638,0,15,8,4,1,70,19,13,8,5,0.139705882,1.266666667,0.251655629,156,1,55,102,157,4,21,136,0.866242038,0.012738854,0.133757962,0,4,6,1,2
bjforema,CSC226-001-STADDON-S16,1191,23,6417.701,6354.254,63.447,5.365970736,5.767909091,5.362239662,11.01465215,2,153,79,155,46,165,99,335,226,109,0.101747174,1.867924528,0.192982456,1031,0,646,385,1031,2,58,973,0.943743938,0.022308438,0.056256062,2,0,7,2,36
bjforema,CSC226-001-STADDON-S16,161,5,610,469.894,140.106,3.719512195,10.77738462,3.111880795,5.296466512,0,9,8,8,5,37,17,13,7,6,0.151785714,0.944444444,0.261538462,116,11,86,41,127,2,15,112,0.881889764,0.039370079,0.118110236,0,0,7,0,2
bjforema,CSC226-001-STADDON-S16,2,0,3.421,3.421,0,1.7105,0,1.7105,1.863665832,0,1,0,0,0,1,1,0,0,0,1,0.333333333,0.5,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
bjforema,CSC226-001-STADDON-S16,577,0,1950.384,1902.977,47.407,3.345427101,2.633722222,3.368100885,7.246494689,0,41,22,114,18,105,48,147,69,78,0.105263158,1.021276596,0.190854871,472,6,411,67,478,0,22,456,0.953974895,0,0.046025105,1,0,11,1,9
bjforema,CSC226-001-STADDON-S16,218,0,665.46,635.2,30.26,2.984125561,2.327692308,3.024761905,5.506807726,0,12,6,39,2,39,33,26,5,21,0.188571429,1.571428571,0.336734694,184,0,106,78,184,0,9,175,0.951086957,0,0.048913043,0,0,7,0,2
asatish,CSC226-001-STADDON-S16,121,1,358.661,322.064,36.597,2.846515873,2.033166667,2.982074074,6.244316158,2,4,4,7,2,40,15,2,2,0,0.230769231,1,0.375,86,0,86,0,86,0,21,65,0.755813953,0.011627907,0.244186047,0,7,10,0,0
asatish,CSC226-001-STADDON-S16,71,0,347.863,336.701,11.162,4.700851351,0.858615385,5.519688525,7.851839131,0,5,4,3,0,27,11,1,1,0,0.289473684,0.6875,0.407407407,47,0,47,0,47,0,9,38,0.808510638,0,0.191489362,0,0,9,0,0
asatish,CSC226-001-STADDON-S16,302,4,1910.096,1900.985,9.111,6.221811075,1.301571429,6.336616667,8.553429704,0,14,6,48,0,55,52,16,15,1,0.223175966,0.981132075,0.363636364,252,0,251,1,252,0,19,233,0.924603175,0.015873016,0.075396825,2,0,5,0,0
asatish,CSC226-001-STADDON-S16,283,1,1681.041,1672.214,8.827,5.877765734,0.980777778,6.036873646,8.383416506,0,18,12,35,0,51,41,24,15,9,0.182222222,1.708333333,0.329317269,235,0,235,0,235,0,10,225,0.957446809,0.004255319,0.042553191,3,0,7,0,4
asatish,CSC226-001-STADDON-S16,59,0,183.741,176.814,6.927,2.963564516,0.532846154,3.60844898,4.82729725,0,2,4,6,0,14,12,0,0,0,0.307692308,0.705882353,0.428571429,48,0,48,0,48,0,9,39,0.8125,0,0.1875,0,0,9,0,1
asatish,CSC226-001-STADDON-S16,52,0,208.766,200.533,8.233,3.938981132,0.686083333,4.89104878,7.212587365,0,3,4,5,0,11,12,0,0,0,0.352941176,0.631578947,0.452830189,42,0,42,0,42,0,8,34,0.80952381,0,0.19047619,2,0,8,0,0
aakkian,CSC226-001-STADDON-S16,370,6,1872.332,1745.212,127.12,4.979606383,3.178,5.194083333,8.853564943,11,12,18,7,5,110,12,30,23,7,0.059405941,0.387096774,0.103004292,252,14,262,4,266,2,64,202,0.759398496,0.022556391,0.240601504,80,2,12,8,1
aakkian,CSC226-001-STADDON-S16,157,0,930.857,822.61,108.247,5.854446541,6.013722222,5.834113475,9.574061898,4,4,4,5,0,20,5,8,6,2,0.03968254,0.333333333,0.070921986,139,0,139,0,139,0,13,126,0.90647482,0,0.09352518,89,0,13,0,0
aakkian,CSC226-001-STADDON-S16,541,26,2780.208,2707.198,73.01,5.064131148,2.9204,5.166408397,9.346646762,0,25,10,11,3,56,28,21,5,16,0.063636364,0.459016393,0.111776447,493,0,493,0,493,0,53,440,0.892494929,0.052738337,0.107505071,254,0,18,0,16
aakkian,CSC226-001-STADDON-S16,1169,0,6791.09,6563.736,227.354,5.769830076,6.315388889,5.752617003,9.775994056,8,46,40,24,3,199,70,43,27,16,0.076586433,0.397727273,0.128440367,967,11,978,0,978,0,64,914,0.934560327,0,0.065439673,649,0,27,0,7
aakkian,CSC226-001-STADDON-S16,100,0,428.191,316.368,111.823,4.28191,4.300884615,4.275243243,8.765838035,0,4,3,3,0,30,8,2,2,0,0.166666667,0.222222222,0.19047619,70,0,70,0,70,0,22,48,0.685714286,0,0.314285714,18,0,19,0,3
aakkian,CSC226-001-STADDON-S16,611,0,3350.261,3251.185,99.076,5.43873539,7.621230769,5.39168325,9.942143305,1,23,24,29,5,66,41,40,23,17,0.088552916,2.157894737,0.170124481,548,2,550,0,550,0,87,463,0.841818182,0,0.158181818,252,0,8,0,9
cznesbit,CSC226-001-STADDON-S16,314,20,935.877,872.642,63.235,2.933783699,1.859852941,3.061901754,8.561343163,8,15,8,2,0,134,10,15,13,2,0.095238095,0.526315789,0.161290323,185,0,183,2,185,16,80,105,0.567567568,0.108108108,0.432432432,5,8,11,2,0
cznesbit,CSC226-001-STADDON-S16,71,0,120.519,77.077,43.442,1.673875,1.670846154,1.675586957,1.394990687,0,3,4,0,0,30,5,2,2,0,0.25,0.333333333,0.285714286,42,0,42,0,42,0,22,20,0.476190476,0,0.523809524,0,0,16,6,0
cznesbit,CSC226-001-STADDON-S16,64,0,158.249,142.234,16.015,2.4346,0.762619048,3.232590909,5.922709197,0,3,4,0,0,26,7,0,0,0,0.318181818,0.318181818,0.318181818,39,0,39,0,39,0,17,22,0.564102564,0,0.435897436,0,0,17,0,0
cznesbit,CSC226-001-STADDON-S16,957,3,4656.389,4598.772,57.617,4.84535796,1.477358974,4.987822126,11.1996111,6,37,36,23,7,408,54,49,33,16,0.107784431,1.125,0.196721311,553,0,550,3,553,4,52,501,0.90596745,0.005424955,0.09403255,86,2,21,2,10
cznesbit,CSC226-001-STADDON-S16,254,0,852.618,829.905,22.713,3.317579767,0.732677419,3.672146018,8.414709076,0,5,11,8,12,70,15,21,20,1,0.091463415,0.46875,0.153061224,187,0,187,0,187,0,23,164,0.877005348,0,0.122994652,43,0,20,0,2
cznesbit,CSC226-001-STADDON-S16,211,0,391.092,384.925,6.167,1.819032558,0.474384615,1.905569307,3.095870452,0,11,11,12,3,77,25,12,4,8,0.223214286,1.315789474,0.381679389,138,0,138,0,138,0,26,112,0.811594203,0,0.188405797,8,0,9,0,1
pjayaku,CSC226-001-STADDON-S16,663,41,5195.453,5088.046,107.407,7.731328869,2.237645833,8.153919872,15.04191826,2,40,46,66,36,98,39,149,81,68,0.076171875,1.695652174,0.145794393,573,1,574,0,574,2,62,512,0.891986063,0.071428571,0.108013937,8,2,10,4,15
pjayaku,CSC226-001-STADDON-S16,40,0,414.863,158.241,256.622,10.11860976,13.50642105,7.192772727,13.05273613,0,2,5,0,0,10,4,3,3,0,0.210526316,0.266666667,0.235294118,31,0,31,0,31,0,12,19,0.612903226,0,0.387096774,0,0,12,0,0
pjayaku,CSC226-001-STADDON-S16,78,0,437.373,334.215,103.158,5.536367089,4.689,5.863421053,10.3677904,0,7,9,1,0,9,7,10,5,5,0.132075472,0.318181818,0.186666667,70,0,70,0,70,0,17,53,0.757142857,0,0.242857143,0,0,17,0,0
pjayaku,CSC226-001-STADDON-S16,83,0,447.11,427.355,19.755,5.322738095,1.0975,6.475075758,10.32089756,0,6,8,6,0,12,11,9,8,1,0.189655172,0.611111111,0.289473684,72,0,72,0,72,0,14,58,0.805555556,0,0.194444444,0,0,14,0,1
pjayaku,CSC226-001-STADDON-S16,109,0,762.699,619.472,143.227,6.8098125,5.11525,7.374666667,11.71222294,0,5,6,11,2,21,13,11,5,6,0.196969697,0.40625,0.265306122,91,0,91,0,91,0,25,66,0.725274725,0,0.274725275,5,0,21,1,0
pjayaku,CSC226-001-STADDON-S16,95,0,648.504,620.744,27.76,6.75525,2.135384615,7.478843373,14.05959871,0,8,10,7,3,9,12,16,14,2,0.155844156,0.631578947,0.25,87,0,87,0,87,0,10,77,0.885057471,0,0.114942529,0,1,9,0,0
smdavis7,CSC226-001-STADDON-S16,328,18,2635.054,2563.024,72.03,7.865832836,2.667777778,8.321506494,15.78413934,4,27,13,7,7,133,10,44,38,6,0.064935065,0.666666667,0.118343195,201,1,202,0,202,4,48,154,0.762376238,0.089108911,0.237623762,4,6,12,0,1
smdavis7,CSC226-001-STADDON-S16,161,7,1306.798,1227.959,78.839,7.968280488,11.26271429,7.821394904,14.57210594,0,19,12,7,2,24,12,28,26,2,0.09375,0.8,0.167832168,140,0,140,0,140,0,12,128,0.914285714,0.05,0.085714286,0,0,5,0,2
smdavis7,CSC226-001-STADDON-S16,56,0,198.322,128.504,69.818,3.479333333,3.324666667,3.569555556,4.885118822,0,3,6,0,0,13,7,2,2,0,0.259259259,0.318181818,0.285714286,44,0,44,0,44,0,17,27,0.613636364,0,0.386363636,0,0,17,0,0
smdavis7,CSC226-001-STADDON-S16,424,4,3878.294,3828.17,50.124,9.061434579,1.927846154,9.522810945,16.43744296,0,27,25,32,1,59,48,37,29,8,0.146341463,1.548387097,0.267409471,369,0,340,29,369,0,41,328,0.888888889,0.010840108,0.111111111,15,0,20,0,1
smdavis7,CSC226-001-STADDON-S16,294,0,2071.09,2038.999,32.091,7.020644068,1.689,7.387677536,13.46934156,0,17,12,20,6,21,31,25,15,10,0.120155039,0.96875,0.213793103,274,0,123,151,274,0,16,258,0.941605839,0,0.058394161,13,0,15,0,5
smdavis7,CSC226-001-STADDON-S16,83,0,343.777,339.139,4.638,4.092583333,0.356769231,4.776605634,8.238861517,0,7,6,5,1,10,11,8,4,4,0.169230769,0.578947368,0.261904762,74,0,74,0,74,0,9,65,0.878378378,0,0.121621622,3,0,9,0,0
machaffe,CSC226-001-STADDON-S16,750,14,4660.842,4395.426,265.416,6.173300662,5.30832,6.234646809,10.09898732,2,30,23,44,17,195,46,68,51,17,0.092741935,3.066666667,0.180039139,551,9,446,114,560,2,64,496,0.885714286,0.025,0.114285714,80,17,11,4,15
machaffe,CSC226-001-STADDON-S16,57,0,275.082,111.27,163.812,4.742793103,6.067111111,3.589354839,4.679738905,0,3,5,0,0,25,4,4,2,2,0.235294118,0.266666667,0.25,30,3,33,0,33,0,16,17,0.515151515,0,0.484848485,0,0,14,2,1
machaffe,CSC226-001-STADDON-S16,63,0,223.755,125.633,98.122,3.496171875,3.92488,3.221358974,4.077745021,0,4,4,0,0,18,7,1,1,0,0.259259259,0.318181818,0.285714286,46,0,46,0,46,0,19,27,0.586956522,0,0.413043478,0,0,18,1,0
machaffe,CSC226-001-STADDON-S16,201,0,1031.361,1025.015,6.346,5.080596059,0.352555556,5.540621622,10.24626638,0,8,14,15,1,58,31,7,2,5,0.238461538,1.722222222,0.418918919,145,0,85,60,145,0,15,130,0.896551724,0,0.103448276,0,0,14,0,5
machaffe,CSC226-001-STADDON-S16,126,0,720.13,622.157,97.973,5.670314961,4.453318182,5.925304762,11.82083383,0,4,5,18,0,27,18,9,6,3,0.219512195,0.947368421,0.356435644,100,0,69,31,100,0,18,82,0.82,0,0.18,0,0,16,1,1
machaffe,CSC226-001-STADDON-S16,188,0,546.243,531.352,14.891,2.859910995,1.145461538,2.985123596,4.458295996,0,9,13,15,0,48,28,9,8,1,0.222222222,1.473684211,0.386206897,143,0,59,84,143,0,17,126,0.881118881,0,0.118881119,0,0,9,0,0
scmcmurr,CSC226-001-STADDON-S16,653,16,3827.617,3312.828,514.789,5.755815038,3.478304054,6.407791103,11.08214762,4,25,14,43,15,217,40,57,27,30,0.100755668,2.666666667,0.194174757,448,0,409,39,448,2,51,397,0.886160714,0.035714286,0.113839286,12,5,16,2,12
scmcmurr,CSC226-001-STADDON-S16,163,0,1346.533,1189.646,156.887,8.160806061,6.536958333,8.437205674,13.11537477,0,8,6,11,1,33,13,13,5,8,0.111111111,0.866666667,0.196969697,132,0,132,0,132,0,15,117,0.886363636,0,0.113636364,0,0,15,0,7
scmcmurr,CSC226-001-STADDON-S16,518,0,4180.92,4086.063,94.857,8.055722543,4.517,8.204945783,12.90197943,2,20,32,31,17,107,47,53,35,18,0.11928934,2.136363636,0.225961538,412,0,412,0,412,0,18,394,0.95631068,0,0.04368932,0,0,17,0,31
scmcmurr,CSC226-001-STADDON-S16,786,5,4849.289,4601.127,248.162,6.146120406,7.298882353,6.094207947,10.04395134,0,34,30,79,12,167,91,64,17,47,0.155025554,2.935483871,0.294498382,622,0,622,0,622,0,35,587,0.943729904,0.008038585,0.056270096,12,0,22,2,36
scmcmurr,CSC226-001-STADDON-S16,458,0,2045.163,2027.284,17.879,4.407678879,0.941,4.555694382,8.330519882,2,37,17,51,13,113,58,60,9,51,0.174174174,3.052631579,0.329545455,351,0,351,0,351,0,18,333,0.948717949,0,0.051282051,0,0,15,0,14
scmcmurr,CSC226-001-STADDON-S16,432,0,1678.353,1576.381,101.972,3.814438636,7.283714286,3.700424883,5.781361762,0,34,26,39,3,96,76,26,11,15,0.228915663,4,0.433048433,344,0,344,0,344,0,12,332,0.965116279,0,0.034883721,3,2,9,1,10
rjwoods3,CSC226-001-STADDON-S16,272,3,1424.372,1132.525,291.847,5.160768116,2.978030612,6.3625,12.23451472,2,10,8,6,2,91,11,15,12,3,0.088709677,0.733333333,0.158273381,185,0,185,0,185,10,61,124,0.67027027,0.016216216,0.32972973,19,6,21,17,4
rjwoods3,CSC226-001-STADDON-S16,42,0,88.71,76.193,12.517,2.063023256,0.736294118,2.9305,5.561532816,0,2,2,2,0,14,6,0,0,0,0.352941176,0.4,0.375,29,0,29,0,29,0,12,17,0.586206897,0,0.413793103,0,0,12,0,0
rjwoods3,CSC226-001-STADDON-S16,80,0,209.778,201.69,8.088,2.589851852,0.367636364,3.418474576,5.490797616,0,8,4,0,0,25,7,5,2,3,0.179487179,0.318181818,0.229508197,56,0,56,0,56,0,17,39,0.696428571,0,0.303571429,0,0,17,0,0
rjwoods3,CSC226-001-STADDON-S16,480,5,2180.29,2166.862,13.428,4.514057971,0.479571429,4.762334066,9.258259728,0,23,24,15,11,150,51,22,10,12,0.180212014,0.525773196,0.268421053,331,2,309,24,333,0,50,283,0.84984985,0.015015015,0.15015015,17,0,20,2,7
rjwoods3,CSC226-001-STADDON-S16,243,0,822.299,807.86,14.439,3.315721774,0.802166667,3.512434783,7.376238085,0,11,11,22,1,74,36,9,7,2,0.238410596,1.125,0.393442623,174,0,86,88,174,0,23,151,0.867816092,0,0.132183908,0,0,14,0,0
rjwoods3,CSC226-001-STADDON-S16,142,0,455.604,377.406,78.198,3.163916667,5.585571429,2.903123077,3.769756802,0,10,7,6,1,37,14,10,6,4,0.144329897,0.736842105,0.24137931,107,0,107,0,107,0,10,97,0.906542056,0,0.093457944,0,0,9,0,3
ajpappas,CSC226-001-STADDON-S16,171,0,785.107,623.484,161.623,4.512109195,3.758674419,4.759419847,6.884840444,0,13,10,4,0,41,9,18,17,1,0.097826087,0.6,0.168224299,133,0,133,0,133,10,41,92,0.691729323,0,0.308270677,34,4,13,12,0
ajpappas,CSC226-001-STADDON-S16,44,0,252.659,124.554,128.105,5.614644444,7.116944444,4.613111111,6.527667998,0,2,5,0,0,14,4,3,3,0,0.210526316,0.266666667,0.235294118,31,0,31,0,31,0,12,19,0.612903226,0,0.387096774,2,0,12,0,0
